event,node,start,end
form start,,1637477358416,
question,/aR6PPMC6cqn8347ghKWeBk/enumerator_num,1637477358421,1637477363199
question,/aR6PPMC6cqn8347ghKWeBk/refugee_status,1637477363228,1637477367434
question,/aR6PPMC6cqn8347ghKWeBk/consent,1637477367450,1637477375134
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/mpca_assistance_gpc,1637477375146,1637477379498
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/hhh,1637477379513,1637477382826
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/age_respondent_r,1637477382838,1637477385697
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/gender_respondent_r,1637477385712,1637477388355
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/household_size_1,1637477388367,1637477391080
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/household_size,1637477391096,1637477445059
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/household_size_1,1637477445134,1637477446059
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/gender_respondent_r,1637477446070,1637477447379
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/age_respondent_r,1637477447390,1637477450751
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/gender_respondent_r,1637477450763,1637477451420
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/household_size_1,1637477451430,1637477452154
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/household_size,1637477452169,1637477456809
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/calc_note,1637477456890,1637477459459
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/preg_lact,1637477459469,1637477461784
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/chronic_disease,1637477461807,1637477469784
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/pwd,1637477469794,1637477476415
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/adult_employment_num,1637477476429,1637477478531
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/pwd,1637477478541,1637477484813
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/adult_employment_num,1637477484823,1637477501044
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/child_employment_num,1637477501054,1637477504039
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/displaced_escalation,1637477504049,1637477519516
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/shelter_type,1637477519531,1637477535893
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/occupancy_arrangement,1637477535910,1637477538611
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/fear_eviction,1637477538627,1637477541856
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/receive_other_assistance,1637477541869,1637477570450
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/receive_other_assistance_which,1637477570465,1637477574679
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/transfer_size/transfer_amount,1637477574696,1637477859215
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/transfer_size/mpca_behaviors,1637477859311,1637477925101
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/transfer_timeliness/transfer_alignment,1637477925162,1637477958269
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/transfer_timeliness/transfer_timing,1637477958280,1637477965024
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/escalation_priorities,1637477965034,1637478026024
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/mpca_help_escalation_priorities,1637478026040,1637478036780
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/exp_shock,1637478036793,1637478042785
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/type_of_shock,1637478042802,1637478058129
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/role_mpca_repair_nfi,1637478058140,1637478061872
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/expenditure_and_impact/income_sources,1637478061889,1637478088791
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/expenditure_and_impact/expenses,1637478088805,1637478274686
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/lcsi,1637478274767,1637478375920
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_financial_situation,1637478375980,1637478411692
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_psych_situation,1637478411709,1637478442097
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_financial_situation,1637478442108,1637478443873
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_financial_situation_mpca,1637478443883,1637478448451
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_psych_situation,1637478448461,1637478449434
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_financial_situation_mpca,1637478449444,1637478450899
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_psych_situation,1637478450911,1637478451820
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_psych_situation_mpca,1637478451830,1637478453286
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_behaviors_mpca,1637478453300,1637478505998
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_dignity_mpca,1637478506036,1637478520516
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_dignity_mpca_how,1637478520532,1637478548687
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/change_relations_relatives,1637478548713,1637478568557
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/changes_relations_community,1637478568573,1637478570042
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debts,1637478570057,1637478583161
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/source_debts,1637478583176,1637478588994
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debt_purpose,1637478589004,1637478593722
question,/aR6PPMC6cqn8347ghKWeBk/coherence/complaint_mechanisms,1637478593732,1637478612906
question,/aR6PPMC6cqn8347ghKWeBk/coherence/use_complaint_mechanisms,1637478612917,1637478620981
question,/aR6PPMC6cqn8347ghKWeBk/coherence/reason_not_use_complaint,1637478620990,1637478623635
question,/aR6PPMC6cqn8347ghKWeBk/coherence/preferred_assistance,1637478623649,1637478635484
question,/aR6PPMC6cqn8347ghKWeBk/thanks,1637478635496,1637478639501
end screen,,1637478639517,1637478642698
question,/aR6PPMC6cqn8347ghKWeBk/thanks,1637478642699,1637478670014
question,/aR6PPMC6cqn8347ghKWeBk/coherence/preferred_assistance,1637478670024,1637478674492
question,/aR6PPMC6cqn8347ghKWeBk/thanks,1637478674502,1637478675974
end screen,,1637478675983,1637478763286
form save,,1637478763998,
form exit,,1637478763998,
form finalize,,1637478763998,
form resume,,1637478773269,
jump,,1637478773269,1637478806369
end screen,,1637478806408,1637478811643
form save,,1637478812221,
form exit,,1637478812222,
form finalize,,1637478812222,
